HOT9,YJコード,組成の記述
112305001,1319743Q1033,ブロナック点眼液0.1%
113644901,1319744Q1020,ミロル点眼液0.5%
118798401,1319744Q1038,レボブノロール塩酸塩点眼液0.5％「ニッテン」
120324001,1319744Q1046,レボブノロール塩酸塩ＰＦ点眼液０．５％「日点」
113645601,1319745Q1024,ゼペリン点眼液0.1％
113646301,1319746Q1029,リボスチン点眼液0.025％
118321401,1319746Q1037,レボカバスチン点眼液０．０２５％「ＴＳ」
118796001,1319746Q1045,レボカバスチン点眼液0.025％「サワイ」
118794601,1319746Q1053,レボカバスチン塩酸塩点眼液0.025％「TOA」
118793901,1319746Q1061,レボカバスチン塩酸塩点眼液0.025％「三和」
118294101,1319746Q1070,レボカバスチン塩酸塩点眼液0.025％「わかもと」
113980801,1319747Q1023,デタントール0.01％点眼液
115113801,1319748Q1036,エイゾプト懸濁性点眼液１％
116566101,1319749Q1030,ガチフロ点眼液0.3%
117095501,1319750Q1025,パピロックミニ点眼液0.1％
117089401,1319751Q1020,オゼックス点眼液０．３％
117182202,1319751Q1038,トスフロ点眼液0.3%
117678001,1319752Q1024,パタノール点眼液０．１％
117679701,1319753Q1029,ベガモックス点眼液０．５％
118185201,1319754Q1023,トラバタンズ点眼液０．００４％
118290301,1319755Q1028,タリムス点眼液0.1%
118929201,1319756Q1022,タプロス点眼液0.0015％
119331201,1319757Q1027,ルミガン点眼液0.03%
119857701,1319758Q1021,ジクアス点眼液3％
120385101,1319759Q1026,ネバナック懸濁性点眼液０．１％
102251301,1319800M1023,エコリシン眼軟膏
102252001,1319800M1040,エリコリ眼軟膏Ｔ
102253701,1319801Q1020,エコリシン点眼液
102255101,1319801Q1062,点眼用エリコリＴ
102256801,1319802Q2020,オフサロン点眼液
102257501,1319802Q2039,コリナコール点眼液
102258201,1319802Q2047,コリマイC点眼液
102259901,1319803Q1037,**コンドロンナファ点眼液1％
102260501,1319804Q1031,**コンドロンナファ点眼液3％
102263603,1319807M1025,ネオメドロールEE軟膏
102264301,1319808Q2036,*人工涙液マイティア点眼液
102265001,1319809X2043,＊ミオピン点眼液
102266701,1319809X2051,**マイピリン点眼液
102267401,1319810Q1029,オフミック点眼液
102268101,1319810Q1053,ミドリンP点眼液
102269801,1319810Q1061,サンドールＰ点眼液
102270401,1319811Q2020,ムコファジン点眼液
102271101,1319811Q2038,ムコティア点眼液
102272801,1319812M1026,眼・耳科用リンデロンA軟膏
102273501,1319813Q1049,点眼・点鼻用リンデロンA液
102274201,1319813Q1057,**ベルベゾロンＦ点眼・点鼻液
102275901,1319814Q1035,**オペガードMA眼灌流液
102276601,1319814Q4026,**オペガードMA眼灌流液
102277301,1319814Q5022,**オペガードMA眼灌流液
102279701,1319816Q1034,ビスコート0.5眼粘弾剤
119742601,1319817Q1020,ザラカム配合点眼液
119714301,1319818Q1025,ディスコビスク１．０眼粘弾剤
119848501,1319819Q1020,コソプト配合点眼液
119850801,1319820Q1022,デュオトラバ配合点眼液
102280302,1324700Q1035,ナシビン点鼻・点眼液0.05％
116137301,1324701R1035,＊＊テトラヒドロゾリン鼻用スプレー0.1％「ミナト」
102282703,1324702Q1034,*トーク点鼻液０．１１８％
120224301,1324702Q1042,*トラマゾリン点鼻液０．１１８％「ＡＦＰ」
102283402,1324703Q1039,*ナーベル点鼻・点眼液0.1％
102284102,1324704Q1033,*プリビナ液０．０５％
102285801,1325701Q1037,クロロマイセチン耳科用液０.５％
102286501,1325702Q1040,*ベストロン耳鼻科用1%
102287201,1325703Q1036,ホスミシンS耳科用3％
115079701,1329100F1031,**ストミンA配合錠
102294002,1329700Q1139,メインター点鼻液2%
102293301,1329700Q1147,ミタヤク点鼻液2％
102290202,1329700Q1155,*クモロール点鼻液2％
102291901,1329700Q1163,*ノスラン点鼻液2%
102297105,1329700Q1180,＊シオミスト点鼻液２％
112310401,1329700Q1198,※トーワタール点鼻液2％
102295701,1329700Q1201,ルゲオン点鼻液２％
102289602,1329700Q1210,インタール点鼻液2％￥ｎ
102300802,1329702A1040,*リノコートカプセル鼻用５０μｇ
114682001,1329702R3101,アルベゾン点鼻液0.1％
102309101,1329702R3110,ナイスピー点鼻液５０μｇ
113981501,1329702R3128,ベクローゼ点鼻液0.1％
102306006,1329702R3136,エスペタット点鼻液0.1％
102303901,1329702R3144,アルデシンAQネーザル50μg
102307701,1329702R3152,タウナスアクアスプレー点鼻50μg
102308401,1329702R3160,ペンブリンAQネーザル50μg
102305301,1329702R3179,*アルロイヤー点鼻液50μg
102304601,1329702R3187,ナナドラAQネーザル50μg
102311401,1329702R5031,マイリー点鼻液0.125%
118789201,1329702R7034,ベクロメタゾン鼻用パウダー25μg「トーワ」
115647801,1329702R7042,リノコートパウダースプレー鼻用25μg
102314501,1329704Q1030,ソルファ点鼻液0.25％
102319002,1329705Q1190,エレクター点鼻液0.05%
112312801,1329705Q1204,セキトン点鼻液0.055％
102316901,1329705Q1212,*ケトチフェン点鼻液0.05％「TOA」
102325101,1329705Q1220,**フマルトン点鼻液０．０５％
102327501,1329705Q1239,ケトチフェン点鼻液0.05%「タイヨー」
102320601,1329705Q1247,ケトチフェンネーザル0.05％「TYK」
102317601,1329705Q1255,*ケトテン点鼻液0.05％
112311101,1329705Q1263,※スプデル点鼻液0.05％
102318301,1329705Q1271,フサコール点鼻液0.05％
102322003,1329705Q1280,**ケトチフェン点鼻液0.05％「ＣＨ」
102315201,1329705Q1298,＊＊ザジテン点鼻液0.05％
102326802,1329705Q1301,※※マゴチフェン点鼻液0.05%
102328202,1329706Q1039,タリビッド耳科用液０．３％
119688701,1329706Q1047,タリザート耳科用液0.3％
117609401,1329707Q1041,キリガミール点鼻液50μg28噴霧用
117615501,1329707Q1050,スカイロン点鼻液５０μｇ２８噴霧用
117358101,1329707Q1068,フルチカゾン点鼻液50μg「アメル」28噴霧用
117641401,1329707Q1076,フルチカゾン点鼻液50μg「サワイ」28噴霧用
117642101,1329707Q1092,フルチカゾン点鼻液50μg「トーワ」28噴霧用
117643801,1329707Q1106,フルチカノーズ点鼻液50μg28噴霧用
117644502,1329707Q1122,プロピオン酸フルチカゾン点鼻液50μg「ＣＨ」28噴霧用
117645201,1329707Q1130,プロピオン酸フルチカゾン点鼻液50μg「PH」28噴霧用
117303101,1329707Q1149,プロピオン酸フルチカゾン点鼻液50μg「タイヨー」28噴霧用
117648301,1329707Q1165,フロラーズ点鼻液50μg28噴霧用
117370301,1329707Q1173,ミリカレット点鼻液50μg28噴霧用
102329901,1329707Q1181,フルナーゼ点鼻液50μg28噴霧用
118171501,1329707Q1190,フルチカゾン点鼻液５０μｇ「イセイ」２８噴霧用
117647601,1329707Q1203,※プロピオン酸フルチカゾン点鼻液50μg「マイラン」28噴霧用
118781601,1329707Q1211,*ファビ点鼻液50μg28噴霧用
117338303,1329707Q1220,**フルチカゾン点鼻液50μｇ「ガレン」28噴霧用
117331401,1329707Q1238,フルチカゾンプロピオン酸エステル点鼻液50μg「日医工」28噴霧用
115163301,1329707Q2030,小児用フルナーゼ点鼻液25μg56噴霧用
118492101,1329707Q2048,フルチカゾン点鼻液25μg小児用「アメル」56噴霧用
118785401,1329707Q2056,フルチカゾン点鼻液２５μｇ小児用「イセイ」５６噴霧用
118786101,1329707Q2064,フルチカゾン点鼻液25μg小児用「サワイ」56噴霧用
118534801,1329707Q2072,フルチカゾンプロピオン酸エステル点鼻液25μg小児用「PH」56噴霧用
118928501,1329707Q2080,フルチカゾン点鼻液25μg小児用「日医工」56噴霧用
117637701,1329707Q3028,ファビ点鼻液50μg56噴霧用
117359801,1329707Q3036,フルチカゾン点鼻液50μg「アメル」56噴霧用
117640701,1329707Q3044,フルチカゾン点鼻液５０μｇ「イセイ」５６噴霧用
117261401,1329707Q3052,フルナーゼ点鼻液50μg56噴霧用
117646901,1329707Q3060,プロピオン酸フルチカゾン点鼻液50μg「PH」56噴霧用
117371001,1329707Q3079,ミリカレット点鼻液50μg56噴霧用
118773101,1329707Q3095,*スカイロン点鼻液５０μｇ５６噴霧用
118787801,1329707Q3109,フルチカノーズ点鼻液50μg56噴霧用
119254401,1329707Q3117,フルチカゾン点鼻液50μg「サワイ」56噴霧用
119079301,1329707Q3125,※フルチカゾン点鼻液50μg「トーワ」56噴霧用
119255101,1329707Q3133,フルチカゾンプロピオン酸エステル点鼻液50μg「日医工」56噴霧用
117924803,1329707Q3141,**フルチカゾン点鼻液50μｇ「ガレン」56噴霧用
119432601,1329707Q3150,※※プロピオン酸フルチカゾン点鼻液50μg「マイラン」56噴霧用
119690001,1329707Q3168,*フロラーズ点鼻液50μg56噴霧用
120187101,1329707Q3176,プロピオン酸フルチカゾン点鼻液50μg「ＣＨ」56噴霧用
102330501,1329708Q1038,*リボスチン点鼻液0.025mg112噴霧用
112313501,1329709Q1032,ロメフロン耳科用液0.3%
118812701,1329710Q1027,ナゾネックス点鼻液50μg56噴霧用
119332901,1329710Q2023,ナゾネックス点鼻液50μg112噴霧用
119117201,1329711Q1021,アラミスト点鼻液27.5μg56噴霧用
119542201,1329712A1028,エリザスカプセル外用400μg
102331202,1329800X1034,コールタイジン点鼻液
102333605,1331001F1044,ドラマミン錠50mg
102334301,1339001N1039,イソメニールカプセル7.5mg
102335001,1339002D1038,*セファドール顆粒10%
102336713,1339002F1403,サタノロン錠25ｍｇ
102338103,1339002F1411,*ジフェニドール塩酸塩錠25mg「ＣＨ」
102336722,1339002F1420,※※シュランダー錠25mg
102337401,1339002F1438,*セファドール錠25mg
102336715,1339002F1446,※トスペラール錠25mg
102336735,1339002F1454,*ピネロロ錠25mg
102336710,1339002F1462,**ジフェニドール塩酸塩錠25mg「TYK」
102336711,1339002F1470,**ジフェニドール塩酸塩錠25mg「タイヨー」
102336708,1339002F1489,**ソブラリン錠25mg
120157401,1339002F1497,ジフェニドール塩酸塩錠25mg「JG」
102354101,1339005F1296,メリスロン錠６mg￥ｎ
102348001,1339005F1300,メタヒスロン錠6mg
102341102,1339005F1318,コンベルミン錠6mg
102344201,1339005F1326,デアノサート錠６ｍｇ
102351002,1339005F1334,メニエトール錠６ｍｇ
102342801,1339005F1342,スズトロン錠6ｍｇ
102352701,1339005F1350,メニタジン錠6mg
102350301,1339005F1369,メニエース錠6mg
102345901,1339005F1377,パパベリアン錠6mg
102347301,1339005F1385,ミタポップ錠６ｍｇ
102356501,1339005F1393,*リマーク錠6mg
102357203,1339005F2098,メタヒスロン錠12mg
102360201,1339005F2128,メリスロン錠12mg￥ｎ
102357201,1339005F2144,デアノサート錠１２ｍｇ
102357205,1339005F2152,ミタポップ錠１２ｍｇ
102361901,1339100F1038,*トラベルミン配合錠￥ｎ
102363301,1339500A1025,トラベルミン注￥ｎ
102367101,2113003F1057,ジゴシン錠0.25mg￥ｎ
102367102,2113003F1065,ジゴキシンKY錠0.25
102367106,2113003F1073,ジゴキシン錠0.25mg「HD」
102367104,2113003F1081,ジゴキシン錠「タイヨー」0.25mg
102367105,2113003F1090,ジゴキシン錠０．２５ｍｇ「ＡＦＰ」
114686801,2113003F2029,ハーフジゴキシンKY錠0.125
114683701,2113003F2037,ジゴキシン錠「タイヨー」0.125mg
114684401,2113003F2045,ジゴシン錠0.125mg￥ｎ
114685101,2113003F2053,ジゴハン錠0.125mg
116626201,2113003F2061,ジゴキシン錠０．１２５ｍｇ「ＡＦＰ」
102368801,2113004B1033,ジゴシン散0.1％￥ｎ
102369501,2113004S1033,ジゴシンエリキシル0.05mg／mL￥ｎ
102370103,2113005F1030,ラニラピッド錠0.1mg￥ｎ
117802901,2113005F1048,メチルジゴキシン錠0.1mg「タイヨー」
102371802,2113005F2028,ラニラピッド錠0.05mg￥ｎ
117801201,2113005F2036,メチルジゴキシン錠0.05mg「タイヨー」
102373201,2113400A1032,ジゴシン注0.25mg￥ｎ
102374903,2113401A1053,ジギラノゲン注０．４ｍｇ
102375602,2115001X1104,ネオフィリン原末￥ｎ
102377001,2115002F1057,ネオフィリン錠100mg￥ｎ
102378708,2115003X1049,安息香酸ナトリウムカフェイン
102378703,2115003X1057,安息香酸ナトリウムカフェインシオエ
102378704,2115003X1090,アンナカ「ホエイ」
102378712,2115003X1120,安息香酸ナトリウムカフェイン（アンナカ）
102378709,2115003X1162,アンナカ「ヨシダ」
102378705,2115003X1170,安息香酸ナトリウムカフェイン原末「マルイシ」
102379406,2115004X1043,カフェイン
102379411,2115004X1051,「純生」カフェイン
102379404,2115004X1078,カフェイン「ホエイ」
102379403,2115004X1116,カフェイン「ヒシヤマ」
102379407,2115004X1140,カフェイン水和物「ヨシダ」
102379405,2115004X1159,カフェイン水和物原末「マルイシ」
102387902,2115008F1038,モノフィリン錠100mg
102388602,2115008X1033,モノフィリン原末
102389306,2115009X1020,「純生」無水カフェイン
102390912,2115400A1142,ミクロフィリン注射液2.5%
102390905,2115400A1150,アミノフィリン注250mg「NP」
102390904,2115400A1169,アミノフィリン静注２．５％「ミタ」
102390914,2115400A1177,アミノフィリン静注液250mg「マルコ」
102390910,2115400A1185,アミノフィリン静注250mg「トーワ」
102390902,2115400A1193,*ネオフィリン注250mg￥ｎ
102390901,2115400A1207,**テオカルヂン静注２５０ｍｇ
102390909,2115400A1215,**ニチフィリン注250mg
102390911,2115400A1223,※※アミノフィリン静注液250mg「ツルハラ」
102390903,2115400A1231,キョーフィリン静注250mg
102390913,2115400A1240,アミノフィリン静注液250mg「アボット」￥ｎ
102394701,2115401A1155,*ニチフィリンＭ注３００ｍｇ
102392301,2115401A1163,**コルフィリン注300mg
102399202,2115401A1171,ジプロフィリン注300mg「日医工」
102397801,2115401A1180,**ハイフィリン注300mg「フソー」
102393001,2115401A1198,**ジプロフィリン注３００ｍｇ「イセイ」
102396101,2115401A1201,*ジプロフィリン注300mg「エーザイ」￥ｎ
102400502,2115402A1036,モノフィリン注200mg
102401201,2115403A1030,アンナカ注「フソー」?10%
102402901,2115403A2037,アンナカ注「フソー」?20%
115619501,2115404A1035,**ニチフィリン注ＰＢ250mg
116264601,2115404A2031,*アプニション静注15mg￥ｎ
116268401,2115404G1020,ネオフィリン注点滴用バッグ250mg￥ｎ
116700901,2115404G2026,ミクロフィリン注シリンジ250mg
102409814,2119001F1388,※エフォリン錠5mg
102409807,2119001F1396,**エホチノン錠5mg
102409823,2119001F1400,コロヒポナリン錠5mg
102409824,2119001F1418,＊＊エホチール錠5mg
102411102,2119002G1035,＊プロタノールS錠15mg
102416601,2119003D1130,トリデミン顆粒１％
102417301,2119003D1149,*ノイキノン顆粒１％￥ｎ
102415901,2119003D1157,**イノキテン顆粒１％
102416604,2119003D1165,※※ユベ・Ｑ顆粒１％
102422701,2119003F1093,ノイキノン錠５mg￥ｎ
120189501,2119003F1115,**アデリール錠5
102423453,2119003F2030,アデリール錠10
102423424,2119003F2189,コロキノン錠10mg
102423437,2119003F2197,サンキノン錠１０
102423454,2119003F2260,ソラネキノン錠10
102425801,2119003F2332,ノイキノン錠10mg￥ｎ
102426501,2119003F2340,ノイキノン糖衣錠10mg￥ｎ
102423438,2119003F2510,ヨウビキノン錠１０
102423401,2119003F2561,トリデミン錠１０ｍｇ
102423409,2119003F2570,*カイトロン錠10mg
102423422,2119003F2588,**イノキテン錠１０ｍｇ
102423421,2119003F2596,ユビデカレノン錠10mg「トーワ」
102423429,2119003F2600,※※ユベ・Ｑ錠１０ｍｇ
102423443,2119003F2618,**カルビキノン錠10mg
102423408,2119003F2626,ラコビール錠10mg
102428901,2119003M1203,ノイキノンカプセル５mg￥ｎ
102424106,2119003M1211,**イノキテンカプセル５ｍｇ
102424109,2119003M1220,※※ユベ・Ｑカプセル５ｍｇ
120128401,2119003M1238,※※ユビデカレノンカプセル5mg「トーワ」
102418007,2119003M2218,*ユベキノンカプセル10mg
102429602,2119003M2226,デカソフトカプセル10mg
102430201,2119004C1032,*カルグート細粒5%
102431901,2119004F1020,カルグート錠5
113986002,2119004F1039,デノパミール錠5
113987701,2119004F1047,ヘルパミン錠5
102432601,2119004F2027,カルグート錠10
113988402,2119004F2035,デノパミール錠10
113989101,2119004F2043,ヘルパミン錠10
118860801,2119006F1020,ピモベンダン錠1.25mg「TE」
118861501,2119006F2026,ピモベンダン錠2.5mg「TE」
102434001,2119006M1029,アカルディカプセル1.25
102435701,2119006M2025,アカルディカプセル2.5
102436401,2119007D1031,*タナドーパ顆粒75%
102440102,2119400A1036,＊プロタノールL注0.2mg
102441802,2119400A2032,＊プロタノールL注１mg
102443202,2119401A1057,＊＊エホチール注10mg
102444901,2119402A1299,イノバン注100mg
102447018,2119402A1302,ドパラルミン注100mg
102447009,2119402A1310,カコージン注100mg
102447028,2119402A1329,ガバンス注100mg
102446301,2119402A1337,ドミニン点滴静注100mg
102447010,2119402A1345,マートバーン静注100ｍｇ
102447007,2119402A1353,*ドパミン塩酸塩点滴静注100mg「アイロム」
102447008,2119402A1361,ドパミン塩酸塩点滴静注液100mg「タイヨー」
102447001,2119402A1370,ヤエリスタ点滴静注１００ｍｇ
102447027,2119402A1388,ドパミン塩酸塩点滴静注100mg「KN」
102447013,2119402A1396,イブタント点滴静注100mg
102447022,2119402A1400,※※ツルドパミ点滴静注100mg
102447011,2119402A1418,クリトパン点滴静注液100mg
102448701,2119402A2031,ドミニン点滴静注40mg
102449401,2119402A3054,イノバン注50mg
113990702,2119402A3062,*ドパミン塩酸塩点滴静注50mg「KN」
113990703,2119402A3070,クリトパン点滴静注液50mg
113990705,2119402A3089,※※イブタント点滴静注50mg
102451701,2119402A4093,ドミニン点滴静注200mg
102450001,2119402A4107,イノバン注200mg
102451703,2119402A4115,*ドパミン塩酸塩点滴静注200mg「KN」
102451702,2119402A4123,※※ツルドパミ点滴静注200mg
119581101,2119402A4131,クリトパン点滴静注液200mg
120336301,2119402A4140,**ドパラルミン点滴静注200mg
120144401,2119402A4158,※※イブタント点滴静注200mg
102453101,2119402G6099,カコージンＤ注０．１％(瓶製剤)
102457901,2119402G7095,カコージンＤ注０．３％(瓶製剤)
102461601,2119402P1020,プレドパ注200
116445901,2119402P1062,塩酸ドパミン注キット200
102463002,2119402P1070,カタボンLow注200mg
102462301,2119402P1089,カコージンＤ注０．１％(袋製剤)
102464701,2119402P2026,プレドパ注600
116446601,2119402P2069,塩酸ドパミン注キット600
102466102,2119402P2077,カタボンHi注600mg
102465401,2119402P2085,カコージンＤ注０．３％(袋製剤)
117578301,2119402P2093,ドパミン液600「トーワ」
115128201,2119402P3030,イノバン注0.1%シリンジ
115129901,2119402P4037,イノバン注0.3%シリンジ
117541701,2119402P5025,イノバン注0.6%シリンジ
102468501,2119404A1026,ドブトレックス注射液100mg
116447301,2119404A1115,塩酸ドブタミン注１００ｍｇ
113653119,2119404A1123,ドプミン注100mg
113653114,2119404A1131,ブブシン点滴静注液100mg
113653113,2119404A1140,ドブタミン点滴静注１００ｍｇ「アイロム」
113653116,2119404A1158,ドプタミン点滴静注液１００ｍｇ
113653107,2119404A1166,*ドブックス点滴静注100mg
113653106,2119404A1174,*レタメックス点滴静注液100mg
113653114,2119404A1182,*ドブタミン塩酸塩点滴静注液100mg「サワイ」
102479102,2119404G3021,ドプミンK注200
114912801,2119404G3056,*ドブトレックスキット点滴静注用200mg
102480702,2119404G4028,ドプミンK注600
114913501,2119404G4052,*ドブトレックスキット点滴静注用600mg
115120601,2119404G5032,ドブポン注０．１％シリンジ(50mL)
115121301,2119404G6039,ドブポン注０．３％シリンジ(50mL)
117579001,2119404G7027,ドブポン注０．６％シリンジ(50mL)
102481402,2119405D1035,アクトシン注射用３００ｍｇ
102486901,2119407A1020,コアテック注５mg￥ｎ
116592001,2119407G1022,コアテック注SB９mg￥ｎ
102487601,2119408A1024,ミルリーラ注射液10mg
117360401,2119408A1032,ミルリノン注10「KN」
117605601,2119408A1040,ミルリノン注10mg「タカタ」
118372601,2119408A1059,ミルリノン静注液10mg「タイヨー」
117363501,2119408A2020,ミルリノン注射液１０ｍｇ「Ｆ」
119676401,2119408A2039,ミルリノン静注液10mg「サンド」
117364201,2119408A3027,ミルリノン注射液２２．５ｍｇ「Ｆ」
102488301,2119408G1027,ミルリーラK注射液22.5mg
117606301,2119408G1035,ミルリノン注22.5mgバッグ「タカタ」
117279901,2119408G2023,ミルリノン注シリンジ10mg「HK」
102489001,2119409D1033,アデール点滴静注用５ｍｇ
102490601,2119409D2030,アデール点滴静注用１０ｍｇ
102492001,2121001F1025,アミサリン錠１２５ｍｇ
102493701,2121001F2021,アミサリン錠２５０ｍｇ
102494402,2121400A1034,アミサリン注１００ｍｇ
102495102,2121400A2030,アミサリン注２００ｍｇ
102496801,2122001X1028,硫酸キニジン「ホエイ」
102498201,2122002F1060,※※、※硫酸キニジン錠100mg「マイラン」
102499902,2123001M1029,アセタノールカプセル100￥ｎ
102501902,2123001M2025,アセタノールカプセル200￥ｎ
102507101,2123002M1112,**スカジロールカプセル25mg
102511801,2123002M2097,**スカジロールカプセル50mg
102514902,2123004F1066,カテハット錠「20」
102514901,2123004F1074,スネリング錠２０
102515602,2123004F1147,トラサコール錠20mg
102517008,2123004F2020,アスタワール錠40
102517004,2123004F2062,カテハット錠「40」
102517001,2123004F2070,スネリング錠４０
102516302,2123004F2127,トラサコール錠40mg
102520001,2123005C1030,小児用ミケラン細粒0.2％
102521701,2123005C2036,ミケラン細粒1％
117700801,2123005F1133,ベタメノール錠5
102523101,2123005F1141,ミケラン錠5mg
102522408,2123005F1192,チオグール錠5mg
102522404,2123005F1206,カルテロール錠５mg
102522407,2123005F1214,**カルノノン錠5mg
102522414,2123005F1222,*メルカトア錠５mg
102522406,2123005F1230,*カルテオロール塩酸塩錠5mg「タイヨー」
102522410,2123005F1249,※※チスタロール錠5mg
102525502,2123006F1030,*アドビオール錠5mg
102528603,2123008F1048,インデラル錠10mg
102527905,2123008F1218,メントリース錠10
102527913,2123008F1234,ヘルツベース錠10mg
102527907,2123008F1242,※ソラシロール錠10mg
102527912,2123008F1250,※※アイデイトロール錠10mg
102531603,2123008F2044,インデラル錠20mg
102535403,2123009F1123,**ピンドロール錠1mg「日医工」
102539202,2123009F3096,カルビスケン錠５ｍｇ
102537834,2123009F3142,ケイビスケン錠
102537812,2123009F3240,バルサミジン錠５
102537835,2123009F3550,ピンドロール錠5mg「日医工」
102537817,2123009F3568,イスハート錠5mg
102537813,2123009F3576,オスノン錠5ｍｇ
102537836,2123009F3584,*ピンドロール錠５「オーハラ」
102537819,2123009F3606,ピンドロール錠5mg「トーワ」
102537829,2123009F3614,※ピチオロール錠5mg
102537801,2123009F3622,*ビリンガル錠５ｍｇ
102537807,2123009F3630,レットリット錠5mg
102544602,2123011F1040,アルセノール錠25
102544604,2123011F1058,アルマイラー錠25
102544606,2123011F1074,トーワミン錠25
102544601,2123011F1112,ミロベクト錠25
102543903,2123011F1155,テノーミン錠25
102544610,2123011F1163,*メチニン錠25mg
102544611,2123011F1171,**メゾルミン錠25mg
102544613,2123011F1180,**セーラジール錠25mg
119744001,2123011F1198,セーブテンス錠25mg
102545304,2123011F2127,アルセノール錠50
102545310,2123011F2135,アルマイラー錠50
102545356,2123011F2151,カテノミン錠50
102545313,2123011F2160,クシセミン錠50ｍｇ
102545344,2123011F2194,セーブテンス錠50mg
102545317,2123011F2224,トーワミン錠50
102545303,2123011F2291,ミロベクト錠50
102545309,2123011F2313,メゾルミン錠50mg
102546003,2123011F2437,テノーミン錠50
102545332,2123011F2453,セーラジール錠50mg
102545327,2123011F2461,メチニン錠50mg
102545330,2123011F2470,*テノミロール錠50mg
102545312,2123011F2496,リスモリース錠50mg
102545301,2123011F2500,*アテノリズム錠５０ｍｇ
102545311,2123011F2518,*アテノロール錠50mg「タイヨー」
102545322,2123011F2526,※アテネミール錠50mg
102549101,2123011R1020,アテノロールドライシロップ10％「EMEC」￥ｎ
102551402,2123014F1027,アルマール錠5
102552102,2123014F1035,セオノマール錠5
102553802,2123014F2023,アルマール錠10
102554504,2123014F2031,アストニール錠10
102554503,2123014F2040,アセメール錠10
102554517,2123014F2058,￥ｎアナシロール錠10
102554518,2123014F2120,セオノマール錠10
102554513,2123014F2155,塩酸アロチノロール錠10mg「KOBA」
102554508,2123014F2163,アロチノン錠10mg
102554506,2123014F2180,*アロチノイル錠10mg
102557601,2123015F1021,ナディック錠30mg
102560601,2123015F2028,ナディック錠60mg
102561301,2123016F1026,メインテート錠2.5
113993802,2123016F1034,ルーク錠2.5
113994501,2123016F1042,メイントーワ錠2.5
113995201,2123016F1050,ウェルビー錠2.5mg
113996901,2123016F1069,メインハーツ錠2.5
115734501,2123016F1077,**メインロール錠2.5
102562001,2123016F2022,メインテート錠5
113999002,2123016F2057,ルーク錠5
114000201,2123016F2065,メイントーワ錠5
114003301,2123016F2090,メイタット錠5
114004001,2123016F2103,ウェルビー錠5mg
114005701,2123016F2111,メインハーツ錠5
114006401,2123016F2120,ビソテート錠５
114009501,2123016F2154,メインロール錠５
102564403,2123402A1020,インデラル注射液2mg
114948701,2123404D1025,注射用オノアクト50
115111401,2123405A1023,ブレビブロック注１００ｍｇ
102565101,2129001F1244,アジマリン錠５０「イセイ」
113654801,2129002M1051,チヨバンカプセル50ｍｇ
102567502,2129002M1060,リスモダンカプセル50mg￥ｎ
119071701,2129002M1078,※ファンミルカプセル50mg
119192902,2129002M1086,リスピンカプセル50mg
102566804,2129002M1094,ノルペースカプセル50mg
119516301,2129002M1108,**ジソピラミドカプセル50mg「NP」
102574302,2129002M2139,リスモダンカプセル100mg￥ｎ
102573601,2129002M2147,リスピンカプセル100mg
102570503,2129002M2155,チヨバンカプセル100ｍｇ
102570502,2129002M2163,ジソピラミドカプセル100ｍｇ「タイヨー」
102570505,2129002M2171,ソピラートカプセル100mg
102570506,2129002M2180,ジソピランカプセル100mg
102570504,2129002M2198,ファンミルカプセル100mg
102570507,2129002M2201,*リゾラミドカプセル100mg
102571204,2129002M2210,ノルペースカプセル100mg
102575001,2129003F1022,メキシレート錠50
102576701,2129003F1030,トイ錠５０
102578101,2129003F2029,メキシレート錠100
102579801,2129003F2037,トイ錠１００
102580404,2129003M1021,メキシチールカプセル50mg
102581107,2129003M1030,チルミメールカプセル50mg
102581110,2129003M1056,メキシバールカプセル50
102581111,2129003M1064,メキラチンカプセル50
102581103,2129003M1099,メルデストカプセル50mg
102581102,2129003M1110,メレートカプセル50
102581105,2129003M1129,モバレーンカプセル50ｍｇ
102581106,2129003M1137,メキトライドカプセル50
102581116,2129003M1153,**メキシレチン塩酸塩カプセル50mg「タナベ」
102583504,2129003M2028,メキシチールカプセル100mg
102577406,2129003M2044,チルミメールカプセル100mg
102577409,2129003M2079,メキシバールカプセル100
102577410,2129003M2087,メキラチンカプセル100
102577403,2129003M2117,メルデストカプセル100mg
102577402,2129003M2133,メレートカプセル100
102577405,2129003M2141,メキトライドカプセル100
102577413,2129003M2168,ポエルテンカプセル100mg
102577418,2129003M2176,**メキシレチン塩酸塩カプセル100mg「タナベ」
102585902,2129004M1026,アスペノンカプセル10
102587301,2129004M1042,アプリトーンカプセル10
102588002,2129004M2022,アスペノンカプセル20
102590301,2129004M2049,アプリトーンカプセル20
102592702,2129005F1129,リスモダンR錠150mg￥ｎ
102594101,2129005F1137,リスピンR錠150mg
102593401,2129005F1145,リスラミドR錠150mg
102596502,2129005F1153,ジソピラミドリン酸塩徐放錠150mg「日医工」
112397501,2129005F1161,※ファンミルR錠150mg
102597201,2129005F1170,*ジソピラミド徐放錠150mg「タイヨー」
102598901,2129005F1188,*リゾラミドＲ錠150mg
102595803,2129005F1196,ノルペースCR錠150mg
102599601,2129006F1026,プロノン錠150mg
102600902,2129006F1034,ソビラール錠１５０
102601601,2129006F2022,プロノン錠100mg
120069001,2129006F2049,**ソビラール錠１００
102602302,2129007F1020,シベノール錠50mg
117435901,2129007F1039,シノベジール錠50mg
