HOT9,YJコード,組成の記述
118531701,2171022F1142,販売名<BR>アムロジピン錠2.5mg「PH」<<BR>>成分・分量(1錠中)<BR>アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118373301,2171022F1150,成分・含量〔1錠中〕<BR>アムロジピンベシル酸塩3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物<BR>結晶セルロース、Ｄ?マンニトール、カルボキシメチルスターチナトリウム、軽質無水ケイ酸、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118301601,2171022F1169,有効成分の名称<BR>アムロジピンベシル酸塩<<BR>>含量<BR>1錠中アムロジピンベシル酸塩3.47ｍｇ（アムロジピンとして2.5ｍｇ）<<BR>>添加物<BR>セルロース、リン酸水素Ｃａ、デンプングリコール酸Ｎａ、ステアリン酸Ｍｇ、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
118560701,2171022F1177,成分<BR>日局アムロジピンベシル酸塩<<BR>>含量(1錠中)<BR>3.47mg(アムロジピンとして2.5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
118564501,2171022F1185,1錠中、アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)を含有する。￥ｎ添加物として、無水リン酸水素カルシウム、セルロース、デンプングリコール酸ナトリウム、ステアリン酸Ｍｇ、ヒプロメロース、マクロゴール、酸化チタン、タルク、カルナウバロウを含有する。
118546102,2171022F1193,成分・含量<BR>1錠中日局アムロジピンベシル酸塩3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物<BR>カルナウバロウ,結晶セルロース,酸化チタン,ステアリン酸マグネシウム,デンプングリコール酸ナトリウム,ヒプロメロース,無水リン酸水素カルシウム
118474701,2171022F1207,有効成分<BR>1錠中、日局アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、ヒプロメロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、酸化チタン、カルナウバロウ
118547801,2171022F1215,有効成分(1錠中)<BR>アムロジピンベシル酸塩3.47mg￥ｎ(アムロジピンとして2.5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、カルナウバロウ
118548501,2171022F1223,成分・含量（1錠中）<BR>日本薬局方アムロジピンベシル酸塩3.47mg￥ｎ(アムロジピンとして2.5mg)<<BR>>添加物<BR>セルロース、無水リン酸水素Ca、カルボキシメチルスターチNa、ステアリン酸Mg、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
118444001,2171022F1231,成分・含量<BR>1錠中日局アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）を含有<<BR>>添加物<BR>D-マンニトール、無水リン酸水素カルシウム、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースカルシウム、タルク、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、カルナウバロウ
118513301,2171022F1240,販売名<BR>アムロジピン錠2.5mg「科研」<<BR>>有効成分<BR>1錠中に日本薬局方アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)を含有する。<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118552201,2171022F1258,有効成分<BR>アムロジピンベシル酸塩<<BR>>含量<BR>1錠中3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、軽質無水ケイ酸、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、タルク、カルナウバロウ
118554601,2171022F1266,1錠中の有効成分<BR>(日局)アムロジピンベシル酸塩3.47mg￥ｎ(アムロジピンとして2.5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、ステアリン酸マグネシウム、デンプングリコール酸ナトリウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118472301,2171022F1274,成分・含量<BR>1錠中アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）を含有<<BR>>添加物<BR>D-マンニトール、リン酸水素Ca、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースCa、タルク、ステアリン酸Mg、ヒプロメロース、酸化チタン、カルナウバロウ
118555301,2171022F1282,アムロジピン錠2.5mg「サワイ」：１錠中に日局アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)を含有する。￥ｎ添加物として、カルナウバロウ、結晶セルロース、酸化チタン、ステアリン酸Mg、タルク、デンプングリコール酸Na、ヒプロメロース、マクロゴール6000、リン酸水素Caを含有する。
118556001,2171022F1290,有効成分<BR>日局アムロジピンベシル酸塩<<BR>>含量（1錠中）<BR>3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム
118347401,2171022F1304,1錠中：アムロジピンベシル酸塩…3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>〈添加物〉<BR>結晶セルロース、酸化チタン、ステアリン酸マグネシウム、タルク、ヒプロメロース、リン酸水素カルシウム水和物
118558401,2171022F1312,成分・分量<BR>１錠中￥ｎアムロジピンベシル酸塩：3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118497601,2171022F1320,有効成分（1錠中）<BR>日局アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg相当）<<BR>>添加物<BR>結晶セルロース，無水リン酸水素カルシウム，ヒプロメロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，酸化チタン，カルナウバロウ
118559101,2171022F1339,組成<BR>アムロジピン錠2.5mg「ツルハラ」は１錠中アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）および添加物として結晶セルロース、無水リン酸水素カルシウム、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、タルク、カルナウバロウを含有する。
118561401,2171022F1347,1錠中の有効成分：<BR>日局アムロジピンベシル酸塩・・・・・3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物：<BR>リン酸水素Ca、セルロース、デンプングリコール酸Na、ヒドロキシプロピルセルロース、ステアリン酸Mg、ヒプロメロース、タルク、酸化チタン、カルナウバロウ
118435801,2171022F1355,アムロジピン錠2.5mg「日医工」<BR>￥ｎ１錠中アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）を含有する。￥ｎ添加物としてセルロース，リン酸水素カルシウム，無水ケイ酸，カルボキシメチルスターチナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，タルク，カルナウバロウを含有する。
118562101,2171022F1363,成分・分量（1錠中）<BR>アムロジピンベシル酸塩3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物<BR>結晶セルロース、リン酸水素カルシウム水和物、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118535501,2171022F1371,成分・含量￥ｎ(1錠中)<BR>※アムロジピンとして2.5mg￥ｎ（日局アムロジピンベシル酸塩3.47mg）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、タルク、カルナウバロウ
118563801,2171022F1380,アムロジピン錠2.5mg「明治」は、１錠中に下記の成分を含有する。<<BR>>有効成分<BR>日局アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118523202,2171022F1401,1錠中に次の成分を含有<<BR>>有効成分<BR>アムロジピンベシル酸塩(日局)3.47mg(アムロジピンとして2.5mg)<<BR>>添加物<BR>D-マンニトール、無水リン酸水素カルシウム、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースカルシウム、タルク、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、カルナウバロウ
120295301,2171022F1410,成分・分量<BR>1錠中日本薬局方アムロジピンベシル酸塩3.47mg￥ｎ(アムロジピンとして2.5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、タルク、酸化チタン、カルナウバロウ
103299401,2171022F2025,1錠中：￥ｎ有効成分（含量）<BR>日局アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
103300702,2171022F2041,有効成分（1錠中）<BR>アムロジピンとして5mg（アムロジピンベシル酸塩6.93mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118576802,2171022F2050,成分・分量（1錠中）<BR>アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>セルロース，リン酸水素カルシウム，ヒプロメロース，ステアリン酸マグネシウム，酸化チタン，タルク
118466201,2171022F2068,販売名<BR>アムロジピン錠5mg「EMEC」<<BR>>有効成分（１錠中)<BR>アムロジピンベシル酸塩6.93mg（アムロジピンとして５mg）<<BR>>添加物<BR>カルナウバロウ、デンプングリコール酸ナトリウム、結晶セルロース、酸化チタン、ステアリン酸マグネシウム、タルク、ヒプロメロース、無水リン酸水素カルシウム
118524901,2171022F2076,成分・含量<BR>1錠中日局アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）を含有<<BR>>添加物<BR>D-マンニトール、無水リン酸水素カルシウム、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースカルシウム、タルク、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、カルナウバロウ
118569001,2171022F2084,有効成分<BR>日局アムロジピンベシル酸塩<<BR>>含量（１錠中）<BR>6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118430301,2171022F2092,成分・含量（１錠中）<BR>アムロジピンベシル酸塩６.９３ｍｇ（アムロジピンとして５ｍｇ）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール６０００、酸化チタン、タルク、カルナウバロウ
118572001,2171022F2106,成分・含量<BR>1錠中、日局アムロジピンベシル酸塩6.93mg(アムロジピンとして5mg)含有<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118570601,2171022F2114,アムロジピン錠５mg「MED」：１錠中に日局アムロジピンベシル酸塩6.93mg(アムロジピンとして５mg)を含有する。￥ｎ添加物として、カルナウバロウ、結晶セルロース、酸化チタン、ステアリン酸Mg、タルク、デンプングリコール酸Na、ヒプロメロース、マクロゴール6000、リン酸水素Caを含有する。
118568301,2171022F2122,有効成分（１錠中）<BR>日本薬局方アムロジピンべシル酸塩（アムロジピンとして）6.93mg（５mg）<<BR>>**添加物<BR>結晶セルロース、無水リン酸水素カルシウム、軽質無水ケイ酸、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール、酸化チタン、タルク、カルナウバロウ
118323801,2171022F2130,アムロジピン錠５mg「ＮＳ」は、１錠中に日本薬局方アムロジピンベシル酸塩（別名ベシル酸アムロジピン）6.93mg（アムロジピンとして５mg）を含有する。<<BR>>添加物として、結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク及びカルナウバロウを含有する。
118532401,2171022F2149,販売名<BR>アムロジピン錠5mg「PH」<<BR>>成分・分量(1錠中)<BR>アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118374001,2171022F2157,成分・含量〔1錠中〕<BR>アムロジピンベシル酸塩6.93mg￥ｎ（アムロジピンとして5mg）<<BR>>添加物<BR>結晶セルロース、Ｄ?マンニトール、カルボキシメチルスターチナトリウム、軽質無水ケイ酸、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118302301,2171022F2165,有効成分の名称<BR>アムロジピンベシル酸塩<<BR>>含量<BR>1錠中アムロジピンベシル酸塩6.93ｍｇ（アムロジピンとして5ｍｇ）<<BR>>添加物<BR>セルロース、リン酸水素Ｃａ、デンプングリコール酸Ｎａ、ステアリン酸Ｍｇ、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
118579901,2171022F2173,成分<BR>日局アムロジピンベシル酸塩<<BR>>含量(1錠中)<BR>6.93mg(アムロジピンとして5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
118583601,2171022F2181,１錠中、アムロジピンベシル酸塩6.93mg(アムロジピンとして５mg)を含有する。￥ｎ添加物として、無水リン酸水素カルシウム、セルロース、デンプングリコール酸ナトリウム、ステアリン酸Ｍｇ、ヒプロメロース、マクロゴール、酸化チタン、タルク、カルナウバロウを含有する。
118565202,2171022F2190,成分・含量<BR>1錠中日局アムロジピンベシル酸塩6.93mg￥ｎ（アムロジピンとして5mg）<<BR>>添加物<BR>カルナウバロウ,結晶セルロース,酸化チタン,ステアリン酸マグネシウム,デンプングリコール酸ナトリウム,ヒプロメロース,無水リン酸水素カルシウム
118475401,2171022F2203,有効成分<BR>1錠中、日局アムロジピンベシル酸塩6.93mg(アムロジピンとして5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、ヒプロメロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、酸化チタン、カルナウバロウ
118566901,2171022F2211,有効成分(1錠中)<BR>アムロジピンベシル酸塩6.93mg￥ｎ(アムロジピンとして5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、カルナウバロウ
118567601,2171022F2220,成分・含量（1錠中）<BR>日本薬局方アムロジピンベシル酸塩6.93mg￥ｎ(アムロジピンとして5mg)<<BR>>添加物<BR>セルロース、無水リン酸水素Ca、カルボキシメチルスターチNa、ステアリン酸Mg、ヒプロメロース、マクロゴール、酸化チタン、カルナウバロウ
118445701,2171022F2238,成分・含量<BR>1錠中日局アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）を含有<<BR>>添加物<BR>D-マンニトール、無水リン酸水素カルシウム、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースカルシウム、タルク、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、カルナウバロウ
118514001,2171022F2246,販売名<BR>アムロジピン錠5mg「科研」<<BR>>有効成分<BR>1錠中に日本薬局方アムロジピンベシル酸塩6.93mg(アムロジピンとして5mg)を含有する。<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118571301,2171022F2254,有効成分<BR>アムロジピンベシル酸塩<<BR>>含量<BR>1錠中6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、軽質無水ケイ酸、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、タルク、カルナウバロウ
118573701,2171022F2262,1錠中の有効成分<BR>(日局)アムロジピンベシル酸塩6.93mg￥ｎ(アムロジピンとして5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、ステアリン酸マグネシウム、デンプングリコール酸ナトリウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118473001,2171022F2270,成分・含量<BR>1錠中アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）を含有<<BR>>添加物<BR>D-マンニトール、リン酸水素Ca、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースCa、タルク、ステアリン酸Mg、ヒプロメロース、酸化チタン、カルナウバロウ
118574401,2171022F2289,アムロジピン錠５mg「サワイ」：１錠中に日局アムロジピンベシル酸塩6.93mg(アムロジピンとして５mg)を含有する。￥ｎ添加物として、カルナウバロウ、結晶セルロース、酸化チタン、ステアリン酸Mg、タルク、デンプングリコール酸Na、ヒプロメロース、マクロゴール6000、リン酸水素Caを含有する。
118575101,2171022F2297,有効成分<BR>日局アムロジピンベシル酸塩<<BR>>含量（1錠中）<BR>6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム
118348101,2171022F2300,1錠中：アムロジピンベシル酸塩…6.93mg￥ｎ（アムロジピンとして5mg）<<BR>>〈添加物〉<BR>結晶セルロース、酸化チタン、ステアリン酸マグネシウム、タルク、ヒプロメロース、リン酸水素カルシウム水和物
118577501,2171022F2319,成分・分量<BR>１錠中￥ｎアムロジピンベシル酸塩：6.93mg￥ｎ（アムロジピンとして５mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118498301,2171022F2327,有効成分（1錠中）<BR>日局アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg相当）<<BR>>添加物<BR>結晶セルロース，無水リン酸水素カルシウム，ヒプロメロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，酸化チタン，カルナウバロウ
118578201,2171022F2335,組成<BR>アムロジピン錠5mg「ツルハラ」は１錠中アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）および添加物として結晶セルロース、無水リン酸水素カルシウム、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、タルク、カルナウバロウを含有する。
118580501,2171022F2343,1錠中の有効成分：<BR>日局アムロジピンベシル酸塩・・・・・6.93mg￥ｎ（アムロジピンとして5mg）<<BR>>添加物：<BR>リン酸水素Ca、セルロース、デンプングリコール酸Na、ヒドロキシプロピルセルロース、ステアリン酸Mg、ヒプロメロース、タルク、酸化チタン、カルナウバロウ
118436501,2171022F2351,アムロジピン錠5mg「日医工」<BR>￥ｎ1錠中アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）を含有する。￥ｎ添加物としてセルロース，リン酸水素カルシウム，無水ケイ酸，カルボキシメチルスターチナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，タルク，カルナウバロウを含有する。
118581201,2171022F2360,成分・分量（1錠中）<BR>アムロジピンベシル酸塩6.93mg￥ｎ（アムロジピンとして5mg）<<BR>>添加物<BR>結晶セルロース、リン酸水素カルシウム水和物、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク
118536201,2171022F2378,成分・含量￥ｎ(1錠中)<BR>※アムロジピンとして5mg￥ｎ（日局アムロジピンベシル酸塩6.93mg）<<BR>>添加物<BR>無水リン酸水素カルシウム、結晶セルロース、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、タルク、カルナウバロウ
118582901,2171022F2386,アムロジピン錠５mg「明治」は、１錠中に下記の成分を含有する。<<BR>>有効成分<BR>日局アムロジピンベシル酸塩6.93mg（アムロジピンとして５mg）<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、カルナウバロウ
118524902,2171022F2408,1錠中に次の成分を含有<<BR>>有効成分<BR>アムロジピンベシル酸塩(日局)6.93mg(アムロジピンとして5mg)<<BR>>添加物<BR>D-マンニトール、無水リン酸水素カルシウム、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロースカルシウム、タルク、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、カルナウバロウ
120296001,2171022F2416,成分・分量<BR>1錠中日本薬局方アムロジピンベシル酸塩6.93mg￥ｎ(アムロジピンとして5mg)<<BR>>添加物<BR>結晶セルロース、無水リン酸水素カルシウム、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ヒプロメロース、タルク、酸化チタン、カルナウバロウ
117315401,2171022F3021,有効成分（1錠中）<BR>アムロジピンとして2.5mg（アムロジピンベシル酸塩3.47mg）<<BR>>添加物<BR>軽質無水ケイ酸、メタクリル酸コポリマーLD、タルク、クロスカルメロースナトリウム、ポリソルベート80、黄色三二酸化鉄、水酸化ナトリウム、ヒプロメロース、D-マンニトール、トウモロコシデンプン、クロスポビドン、ヒドロキシプロピルセルロース、アスパルテーム（L-フェニルアラニン化合物）、タウマチン、フマル酸ステアリルナトリウム、香料
118544701,2171022F3030,1錠中の有効成分：<BR>日局アムロジピンベシル酸塩・・・・・3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物：<BR>Ｄ-マンニトール、タルク、クロスポビドン、無水ケイ酸、アスパルテーム（L-フェニルアラニン化合物）、ｌ-メントール、ステアリン酸Mg、香料、アラビアガム、デキストリン、その他3成分
118318401,2171022F3048,1錠中：￥ｎ有効成分（含量）<BR>日局アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>軽質無水ケイ酸、メタクリル酸コポリマーLD、タルク、クロスカルメロースナトリウム、ポリソルベート80、黄色三二酸化鉄、水酸化ナトリウム、ヒプロメロース、D-マンニトール、トウモロコシデンプン、クロスポビドン、ヒドロキシプロピルセルロース、アスパルテーム、タウマチン、フマル酸ステアリルナトリウム、香料
119385501,2171022F3056,成分・含量（１錠中）<BR>日局アムロジピンベシル酸塩３.４７ｍｇ（アムロジピンとして２.５ｍｇ）<<BR>>添加物<BR>Ｄ‐マンニトール、メタケイ酸アルミン酸マグネシウム、無水リン酸水素カルシウム、タルク、酸化チタン、アルファー化デンプン、クロスポビドン、アスパルテーム（Ｌ‐フェニルアラニン化合物）、ステアリン酸マグネシウム、ｌ-メントール、香料その他４成分
119546001,2171022F3064,販売名<BR>アムロジピンOD錠2.5mg「KRM」<<BR>>成分・分量(1錠中)<BR>アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>D-マンニトール、セルロース、ヒドロキシプロピルセルロース、クロスポビドン、アスパルテーム、ステアリン酸マグネシウム、タウマチン、デキストリン、香料
119512501,2171022F3072,有効成分（１錠中）<BR>日本薬局方アムロジピンベシル酸塩（アムロジピンとして）3.47mg（2.5mg）<<BR>>添加物<BR>D-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム、l-メントール、ステアリン酸マグネシウム、黄色５号
119373201,2171022F3080,有効成分<BR>１錠中にアムロジピンベシル酸塩（日局）3.47mg（アムロジピンとして2.5mg）を含有<<BR>>添加物<BR>Ｄ-マンニトール、合成ケイ酸アルミニウム、ヒドロキシプロピルスターチ、結晶セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム（Ｌ-フェニルアラニン化合物）、タウマチン、黄色４号（タートラジン）、ｌ-メントール、ステアリン酸マグネシウム
119313801,2171022F3099,有効成分の名称<BR>アムロジピンベシル酸塩<<BR>>含量<BR>1錠中アムロジピンベシル酸塩3.47ｍｇ（アムロジピンとして2.5ｍｇ）<<BR>>添加物<BR>Ｄ-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム（Ｌ-フェニルアラニン化合物）、ｌ-メントール、ステアリン酸Ｍｇ、黄色5号
119526201,2171022F3102,成分・含量<BR>1錠中日局アムロジピンベシル酸塩…3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>D-マンニトール、合成ケイ酸アルミニウム、ヒドロキシプロピルスターチ、結晶セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム（L-フェニルアラニン化合物）、タウマチン、黄色4号（タートラジン）アルミニウムレーキ、l-メントール、ステアリン酸マグネシウム
119412801,2171022F3110,1錠中、アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)を含有する。￥ｎ添加物として、Ｄ-マンニトール、ケイ酸Ａｌ、ヒドロキシプロピルスターチ、セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム(Ｌ-フェニルアラニン化合物)、タウマチン、黄色４号(タートラジン)、ｌ-メントール、ステアリン酸Ｍｇを含有する。
119592701,2171022F3129,成分・分量（1錠中）<BR>アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>D-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム（L-フェニルアラニン化合物）、l-メントール、ステアリン酸マグネシウム、黄色5号を含有する。
119589701,2171022F3137,成分・含量<BR>1錠中日局アムロジピンベシル酸塩3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物<BR>アスパルテーム（L-フェニルアラニン化合物），エデト酸ナトリウム水和物，黄色4号（タートラジン）アルミニウムレーキ，クロスポビドン，結晶セルロース，合成ケイ酸アルミニウム，ステアリン酸マグネシウム，タウマチン，ヒドロキシプロピルスターチ，ヒドロキシプロピルセルロース，D-マンニトール，l-メントール
119491301,2171022F3145,有効成分<BR>1錠中、日局アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)<<BR>>添加物<BR>D-マンニトール、結晶セルロース、フマル酸ステアリルナトリウム、アスパルテーム(L-フェニルアラニン化合物)、ヒプロメロース、黄色4号(タートラジン)アルミニウムレーキ、l-メントール
119573601,2171022F3153,有効成分<BR>1錠中に日本薬局方アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)を含有する。<<BR>>添加物<BR>D-マンニトール、メタケイ酸アルミン酸マグネシウム、無水リン酸水素カルシウム、タルク、酸化チタン、アルファー化デンプン、クロスポビドン、アスパルテーム(L-フェニルアラニン化合物)、ステアリン酸マグネシウム、香料、l-メントール、その他4成分
119416601,2171022F3161,1錠中の有効成分<BR>(日局)アムロジピンベシル酸塩3.47mg￥ｎ(アムロジピンとして2.5mg)<<BR>>添加物<BR>アスパルテーム(L-フェニルアラニン化合物)、エデト酸ナトリウム水和物、l-メントール、黄色4号(タートラジン)、クロスポビドン、結晶セルロース、合成ケイ酸アルミニウム、ステアリン酸マグネシウム、タウマチン、D-マンニトール、ヒドロキシプロピルスターチ、ヒドロキシプロピルセルロース
