YJコード	[BrandName]
1339005F1296	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1339005F1300	成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]
1339005F1318	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
1339005F1326	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1339005F1334	[Number][Unit]中：[ActIngreName]…[Number][Unit]
1339005F1342	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1339005F1350	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1339005F1369	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1339005F1377	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1339005F1385	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1339005F1393	剤形<BR>[Form]成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1339005F2098	成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]
1339005F2128	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1339005F2144	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1339005F2152	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1339100F1038	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1339500A1025	本剤は下記の成分を含有する[Color]な[Form]でワンポイントカットの[CaseName]に充てんされている有効成分：[ActIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]有効成分：[ActIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
2113003F1057	販売名<BR>[BrandName]成分：有効成分含有量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
2113003F1065	成分含量[Number][Unit]中<BR>[ActIngreName][Number][Unit]
2113003F1073	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2113003F1081	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2113003F1090	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2113003F2029	成分含量[Number][Unit]中<BR>[ActIngreName][Number][Unit]
2113003F2037	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2113003F2045	販売名<BR>[BrandName]成分：有効成分含有量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
2113003F2053	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2113003F2061	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2113004B1033	販売名<BR>[BrandName]成分：有効成分含有量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
2113004S1033	販売名<BR>[BrandName]成分（[Number][Unit]中）：有効成分含有量<BR>[ActIngreName][Number][Unit]
2113005F1030	有効成分含有量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2113005F1048	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2113005F2028	有効成分含有量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2113005F2036	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2113400A1032	販売名<BR>[BrandName]成分含有量（[Number][Unit]（[Number][Unit]）中）：有効成分<BR>[ActIngreName]：[Number][Unit]
2113401A1053	成分分量［[Number][Unit]（[Number][Unit]）中］<BR>[ActIngreName][Number][Unit]
2115001X1104	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]又は[Form]である
2115002F1057	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
2115003X1049	[Number][Unit]中[BrandName][Number][Unit]含有
2115003X1057	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2115003X1090	[BrandName][Number][Unit]中に[ActIngreName][Number][Unit]を含有する本品は[ActIngreName]（[Fomula]：[Number]）[Number][Unit]及び[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む
2115003X1120	本品[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2115003X1162	本剤を乾燥したものは定量するとき[ActIngreName]（[Fomula]）を[Number][Unit]及び[ActIngreName]（[Fomula]）を[Number][Unit]を含む
2115003X1170	本品[Number][Unit]中[ActIngreName][Number][Unit]含有
2115004X1043	[Number][Unit]中[BrandName][Number][Unit]含有
2115004X1051	[ActIngreName]の[Form]である
2115004X1078	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
2115004X1116	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2115004X1140	本剤[Number][Unit]中[ActIngreName][Number][Unit]を含む
2115004X1159	本品[Number][Unit]中[ActIngreName][Number][Unit]含有
2115008F1038	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2115008X1033	[BrandName]<BR>[ActIngreName]の[Form]で[Color]の結晶又は結晶性の[Form]である
2115009X1020	[ActIngreName]の原薬である
2115400A1142	[Number][Unit]（[Number][Unit]）中：[ActIngreName]…[Number][Unit]
2115400A1150	容量<BR>[Number][Unit]有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2115400A1169	成分（[Number][Unit][Number][Unit]中）有効成分<BR>[ActIngreName][Number][Unit]
2115400A1177	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]（[Number][Unit]）中[Number][Unit]
2115400A1185	[Number][Unit]容量：<BR>[Number][Unit]有効成分：<BR>[ActIngreName][Number][Unit]
2115400A1193	本剤は下記の成分を含有する[Color]な[Form]で味は[Taste]光によって徐々に変化する有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
2115400A1207	[BrandName]は[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する
2115400A1215	[BrandName]は[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2115400A1223	組成<BR>[BrandName]は[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2115400A1231	販売名<BR>[BrandName]成分含量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName]（[ActIngreName]として）[Number][Unit]
2115400A1240	有効成分の名称含量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName]（[ActIngreName]として）[Number][Unit]
2115401A1155	[BrandName]は[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2115401A1163	組成<BR>[BrandName]は[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含有する
2115401A1171	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]（[Number][Unit]）中[Number][Unit]
2115401A1180	[BrandName]は[Number][Unit]（[Unit]）[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）を含む[Color]の[Form]である
2115401A1198	[BrandName]は[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
2115401A1201	本剤は下記の成分を含有する[Color]な[Form]でワンポイントカットの[Color][CaseName]に充てんされている有効成分：[ActIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量[Number][Unit]
2115402A1036	[BrandName]<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含有する
2115403A1030	[BrandName]は[Number][Unit]（[Unit]）[Number][Unit]中[ActIngreName][Number][Unit]を含む[Color]の無痛性の[Form]である
2115403A2037	[BrandName]は[Number][Unit]（[Unit]）[Number][Unit]中[ActIngreName][Number][Unit]を含む[Color]の無痛性の[Form]である
2115404A1035	[BrandName]は[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2115404A2031	本剤は下記の成分を含有する[Color]な[Form]でワンポイントカットの[Color][CaseName]に充てんされている有効成分：[ActIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
2115404G1020	本剤は下記の成分を含有する[Color]な[Form]で[Color]な[CaseName]に充てんされている有効成分：[ActIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
2115404G2026	[Number][Unit]（[Number][Unit]）中：[ActIngreName]…[Number][Unit]
2119001F1388	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
2119001F1396	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2119001F1400	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2119001F1418	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2119002G1035	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003D1130	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003D1149	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
2119003D1157	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003D1165	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2119003F1093	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
2119003F1115	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
2119003F2030	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
2119003F2189	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
2119003F2197	
2119003F2260	[Number][Unit]中[ActIngreName][Number][Unit]含有
2119003F2332	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
2119003F2340	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
2119003F2510	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2119003F2561	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003F2570	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003F2588	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003F2596	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2119003F2600	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2119003F2618	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003F2626	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2119003M1203	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]と微[Color]の硬[Form]である
2119003M1211	[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2119003M1220	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2119003M1238	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2119003M2218	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[Form][DrugParts]）[ActIngreName]酸化チタン[Color][Number]号[Color][Number]号ラウリル[ActIngreName]
2119003M2226	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119004C1032	成分含量<BR>[ActIngreName][Number][Unit]中[Number][Unit]
2119004F1020	成分含量<BR>[ActIngreName][Number][Unit]中[Number][Unit]
2119004F1039	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
2119004F1047	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2119004F2027	成分含量<BR>[ActIngreName][Number][Unit]中[Number][Unit]
2119004F2035	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
2119004F2043	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2119006F1020	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119006F2026	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119006M1029	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2119006M2025	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2119007D1031	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119400A1036	成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]
2119400A2032	成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]
2119401A1057	成分含量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2119402A1299	[BrandName]は[Number][Unit]中に次の成分を含有する容量（[Number][Unit]中）<BR>[Number][Unit]有効成分<BR>[ActIngreName][Number][Unit]旧における日本名：[ActIngreName]
2119402A1302	容量<BR>[Number][Unit]有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119402A1310	本剤は[ActIngreName][Form]で[Number][Unit]（[Number][Unit]）中に下記の成分を含有する有効成分<BR>[ActIngreName]：[Number][Unit]
2119402A1329	容量<BR>[Number][Unit]成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit]
2119402A1337	[BrandName]はに[ActIngreName][Form]の名称で収載されており[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する
2119402A1345	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2119402A1353	本剤は[Number][Unit]（[Number][Unit]）中に下記成分を含む有効成分及び含量<BR>[ActIngreName][Number][Unit]
2119402A1361	[Number][Unit]（[Number][Unit]）中：[ActIngreName]…[Number][Unit]
2119402A1370	[BrandName]は[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する
2119402A1388	[Number][Unit]中の分量<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402A1396	[Number][Unit]容量：<BR>[Number][Unit]有効成分：<BR>[ActIngreName][Number][Unit]
2119402A1400	[BrandName]は[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2119402A1418	成分含量（[Number][Unit]中）<BR>[Number][Unit][Number][Unit][ActIngreName][Number][Unit]
2119402A2031	[BrandName]はに[ActIngreName][Form]の名称で収載されており[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する
2119402A3054	[BrandName]は[Number][Unit]中に次の成分を含有する容量（[Number][Unit]中）<BR>[Number][Unit]有効成分<BR>[ActIngreName][Number][Unit]旧における日本名：[ActIngreName]
2119402A3062	[Number][Unit]中の分量<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402A3070	成分含量（[Number][Unit]中）<BR>[Number][Unit][Number][Unit][ActIngreName][Number][Unit]
2119402A3089	[Number][Unit]容量：<BR>[Number][Unit]有効成分：<BR>[ActIngreName][Number][Unit]
2119402A4093	[BrandName]はに[ActIngreName][Form]の名称で収載されており[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する
2119402A4107	[BrandName]は[Number][Unit]中に次の成分を含有する容量（[Number][Unit]中）<BR>[Number][Unit]有効成分<BR>[ActIngreName][Number][Unit]旧における日本名：[ActIngreName]
2119402A4115	[Number][Unit]中の分量<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402A4123	[BrandName]は[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2119402A4131	成分含量（[Number][Unit]中）<BR>[Number][Unit][Number][Unit][ActIngreName][Number][Unit]
2119402A4140	容量<BR>[Number][Unit]有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119402A4158	[Number][Unit]容量：<BR>[Number][Unit]有効成分：<BR>[ActIngreName][Number][Unit]
2119402G6099	[BrandName]は[ActIngreName][Form]で下記の成分を含有する規格<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402G7095	[BrandName]は[ActIngreName][Form]で下記の成分を含有する規格<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402P1020	[BrandName]は[Number][Unit][Number][Unit]中に次の成分を含有する有効成分<BR>[ActIngreName]：[Number][Unit]旧における日本名：[ActIngreName]
2119402P1062	本剤は[Number][Unit]（[Number][Unit]）中に下記成分を含む有効成分及び含量<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit]ｐＨ調整剤適量
2119402P1070	有効成分<BR>[ActIngreName][Number][Unit]
2119402P1089	[BrandName]は[ActIngreName][Form]で下記の成分を含有する規格<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402P2026	[BrandName]は[Number][Unit][Number][Unit]中に次の成分を含有する有効成分<BR>[ActIngreName]：[Number][Unit]旧における日本名：[ActIngreName]
2119402P2069	本剤は[Number][Unit]（[Number][Unit]）中に下記成分を含む有効成分及び含量<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit]ｐＨ調整剤適量
2119402P2077	有効成分<BR>[ActIngreName][Number][Unit]
2119402P2085	[BrandName]は[ActIngreName][Form]で下記の成分を含有する規格<BR>[Number][Unit]有効成分<BR>[ActIngreName]：[Number][Unit]
2119402P2093	容量：<BR>[Number][Unit]有効成分：<BR>[ActIngreName][Number][Unit]
2119402P3030	[BrandName]は[Number][Unit][Number][Unit]中に次の成分を含有する有効成分<BR>[ActIngreName][Number][Unit]旧における日本名：[ActIngreName]
2119402P4037	[BrandName]は[Number][Unit][Number][Unit]中に次の成分を含有する有効成分<BR>[ActIngreName][Number][Unit]旧における日本名：[ActIngreName]
2119402P5025	[BrandName]は[Number][Unit][Number][Unit]中に次の成分を含有する有効成分<BR>[ActIngreName][Number][Unit]旧における日本名：[ActIngreName]
2119404A1026	成分含量〔[Number][Unit]（[Number][Unit]）中〕：<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]に相当）
2119404A1115	成分含量[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]に相当）
2119404A1123	容量<BR>[Number][Unit]成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404A1140	本剤は[Number][Unit]（[Number][Unit]）中に下記成分を含む有効成分及び含量<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404A1158	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]（[ActIngreName]として[Number][Unit]に相当）
2119404A1166	[Number][Unit]中の分量<BR>[Number][Unit]有効成分<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404A1174	本剤は[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する
2119404G3021	成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404G3056	成分含量〔[Number][Unit]（[Number][Unit]）中〕：<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]に相当）
2119404G4028	成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404G4052	成分含量〔[Number][Unit]（[Number][Unit]）中〕：<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]に相当）
2119404G5032	有効成分[Number][Unit][Number][Unit]中<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404G6039	有効成分[Number][Unit][Number][Unit]中<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2119404G7027	有効成分[Number][Unit][Number][Unit]中<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2119405D1035	[Number][Unit]中に[ActIngreName][Number][Unit]を含有
2119407A1020	本剤は下記の成分を含有する[Color]な[Form]でワンポイントカットの[Color][CaseName]に充てんされている有効成分：[ActIngreName]<BR>[Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
2119407G1022	本剤は下記の成分を含有する[Color]な[Form]で[Color]の[CaseName]に充てんされている有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
2119408A1024	有効成分（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119408A1032	[Number][Unit]中の分量<BR>[Number][Unit]有効成分<BR>[ActIngreName][Number][Unit]
2119408A1040	成分分量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2119408A1059	[Number][Unit]（[Number][Unit]）中：[ActIngreName]…[Number][Unit]
2119408A2020	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]容量<BR>[Number][Unit]
2119408A2039	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
2119408A3027	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]容量<BR>[Number][Unit]
2119408G1027	有効成分（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2119408G1035	成分分量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]
2119408G2023	本剤は[Number][Unit]（[Number][Unit]）中に下記の成分を含有する容量<BR>[Number][Unit]有効成分<BR>[ActIngreName][Number][Unit]
2119409D1033	[BrandName]は[Number][Unit]中に次の成分を含有する有効成分含有量<BR>[ActIngreName][Number][Unit]
2119409D2030	[BrandName]は[Number][Unit]中に次の成分を含有する有効成分含有量<BR>[ActIngreName][Number][Unit]
2121001F1025	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
2121001F2021	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
2121400A1034	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]）
2121400A2030	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]）
2122001X1028	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
2122002F1060	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
2123001M1029	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2123001M2025	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）
2123002M1112	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123002M2097	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123004F1066	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123004F1074	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123004F1147	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123004F2020	[BrandName]は[Number][Unit]中に[ActIngreName]（別名[ActIngreOtherName]）[Number][Unit]を含有する
2123004F2062	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123004F2070	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123004F2127	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123005C1030	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123005C2036	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123005F1133	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
2123005F1141	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123005F1192	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2123005F1206	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123005F1214	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123005F1222	[BrandName]は[Number][Unit]中に[ActIngreName]（別名[ActIngreName]）[Number][Unit]を含有する
2123005F1230	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2123005F1249	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2123006F1030	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123008F1048	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
2123008F1218	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123008F1234	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123008F1242	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2123008F1250	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2123008F2044	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
2123009F1123	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123009F3096	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123009F3142	本剤は[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123009F3240	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2123009F3550	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123009F3568	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123009F3576	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123009F3584	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有
2123009F3606	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2123009F3614	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2123009F3622	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123009F3630	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123011F1058	成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]
2123011F1074	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2123011F1112	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123011F1155	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
2123011F1163	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123011F1171	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123011F1180	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123011F1198	[Number][Unit]中：有効成分<BR>[ActIngreName][Number][Unit]
2123011F2135	成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]
2123011F2151	[Number][Unit]中[ActIngreName][Number][Unit]含有
2123011F2160	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
2123011F2194	[Number][Unit]中：有効成分<BR>[ActIngreName][Number][Unit]
2123011F2224	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
2123011F2291	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123011F2313	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123011F2437	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
2123011F2453	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123011F2461	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123011F2470	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
2123011F2496	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
2123011F2500	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123011F2518	[Number][Unit]中：[ActIngreName]…[Number][Unit]
2123011F2526	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
2123011R1020	販売名<BR>[BrandName]有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123014F1027	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123014F1035	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123014F2023	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123014F2031	[BrandName]は[Number][Unit]中に下記の成分分量を含有する製剤である[ActIngreName]…[Number][Unit]
2123014F2040	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
2123014F2058	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
2123014F2120	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
